BookName, Author,Publisher,Code 
社会主义核心价值观根本性质研究,吴东华_ 常荆莎_ 李敏伦著,社会科学文献出版社2022,D616/867
治愈童年.与你的内在小孩讲和,赵一锦著,中国人民大学出版社2022,B84/471
行政执法合规一本通,中国法制出版社,中国法制出版社2022,DF31/74
马克思主义在中国的发展创新,杨金海著,辽宁人民出版社2022,D61/951
中国产业结构调整升级的趋势与政策研究,郭克莎等著,科学出版社2022,F269.24/125
众创空间生态系统耦合机制研究,薛浩著,科学出版社2021,F249.2/45
互联网安全建设从0到1,林鹏编著,机械工业出版社2020,TP393.08/565
大数据安全.技术与管理,主编王瑞民,机械工业出版社2021,TP274/588
全脑设计.基于脑科学原理的产品设计,(美) John Whalen著,机械工业出版社2020,TB472/45
智慧养老.服务与运营,左美云著,清华大学出版社2022,D669.6/237
能源转型发展诉求下中国天然气市场分析,柴建_ 梁婷_ 张晓空著,科学出版社2022,F426.22/102
青年社会政策分析,邓志强著,湖南师范大学出版社2022,D432.6/45
生态文明的哲学基础,徐春著,北京大学出版社2022,B824/30
仲尼不语.孔子忘了说的话,周国正著,北京大学出版社2022,B222.25/307
连续体的迷宫.论连续体问题,(德) 莱布尼茨著,人民出版社2021,B516.22/24
齐鲁金融法律评论,赵信会_ 王德勇_ 于朝印主编,中国人民公安大学出版社2019-,DF438.04-53/4
网络空间国际治理与博弈,郎平著,中国社会科学出版社2022,TP393.4/459
法治及其本土资源,苏力著,北京大学出版社2022,DF120/32-4
“一带一路”沿线国家产业发展报告,胡必亮 ... 等著,中国大百科全书出版社2022,F269.1/10
信息经济学与信息管理,乌家培著,商务印书馆2022,F062.5/207
乡村振兴法治保障研究,曾炜等著,武汉大学出版社2022,DF120/720
实现绿色低碳转型贡献中国方案.产业篇,本社_ 大道碳中和项目组编,中国建材工业出版社2022,F124.5/303
乡村服务业,农业农村部乡村产业发展司组编,中国农业出版社2022,F326.6/17
通往治理有效.村民参与的价值整合研究,石绍成著,武汉大学出版社2022,D638/481
产品设计造型,(英) 彼得·戴布斯著,机械工业出版社2022,TB472/46
中国地图集,中国地图出版社,中国地图出版社2022,K992/10-3
数字创意大师.Alias二维与三维概念设计工作流浅析,丁宁_ 王锴编著,机械工业出版社2021,TB472-39/10
品牌设计,张晓东编著,北京大学出版社2022,J524.4/69
博物馆展陈设计,王雄编著,北京大学出版社2022,G265/6
世界人工智能法治蓝皮书.2022,主编崔亚东,上海人民出版社2022,DF374/161
体验式全程生涯规划,黄天中著,高等教育出版社2022,C913.2/515-4
上海商业发展报告,上海市经济委员会,上海科学技术文献出版社2004,F727.51/9
日本农业,曹斌著,中国农业出版社2021,F331.33/5
国外情报学与情报工作,初景利等著,科学技术文献出版社2021,G250.2/11
情报学教育和人才培养研究,王东波 ... [等] 著,科学技术文献出版社2021,G259.2/15
新型城镇化发展进程与展望,谢天成著,中国建筑工业出版社2021,F299.21/681
毕生发展心理学.发展主题的视角,雷雳著,中国人民大学出版社2022,B844/87-2
公平贸易问题研究,曲如晓著,高等教育出版社2022,F74/335
金融计量经济学,克里斯·布鲁克斯著,中国人民大学出版社2022,F830/857
中国共产党经济思想百年历程,主编张雷声,高等教育出版社2022,F092/43
像品牌大师一样思考.five talents for the robotic age,(美) 马蒂·诺伊迈尔著,浙江教育出版社2021,C913.2/516
生命沉思录.1.一代人的文化焦虑,曲黎敏著,上海文艺出版社2022,I267.1/2081(1)
马克思主义异化理论的当代诠释,郑天喆_ 王平主编,中国人民大学出版社2021,B0-0/668
故意犯罪停止形态新论,徐跃飞著,群众出版社2021,DF611.4/267
生命沉思录.3.人生的四季风景,曲黎敏著,上海文艺出版社2022,I267.1/2081(3)
养老服务体系建设研究,王晓霞等著,天津人民出版社2021,D669.6/238
中国古代十哲,周海春著,科学出版社2022,B21/81
融媒体时代电视新闻的传播研究,孙艳著,北京工业大学出版社2021,G229.2/173
区域环境协同治理.演进、机制与模式,陈润羊著,浙江大学出版社2022,X321.2/381
平面设计师之路.版式设计原理与实例指导,张建生编著,人民邮电出版社2022,TS881/33
生命沉思录.2.人体文化解读,曲黎敏著,上海文艺出版社2022,I267.1/2081(2)
破产法与知识产权法的衔接适用研究,熊建军著,厦门大学出版社2022,DF411.924/205
人工智能司法决策研究,孙庆春著,中国社会科学出版社2022,DF8/455
贵州省大数据产业创新生态系统的演化机理研究,李桥兴著,科学出版社2021,F492/70
性别失衡社会农村家庭风险、后果与应对研究,杨博著,陕西师范大学出版总社2021,D669.1/198
森林资源审计研究,林进添著,经济科学出版社2021,F307.226/2
跨界视域下的家庭研究,王贵清_ 黄桂彩著,经济日报出版社2022,C913.11/81
新时代思想政治教育引论,邱仁富著,中国社会科学出版社2022,D64/244
儒家政治伦理的当代价值研究,田旭著,中国社会科学出版社2022,B222.05/557
中国环境规制研究,胡蓉等著,中国社会科学出版社2022,X32/106
日本明治时期的阳明学研究,徐倩著,中国社会科学出版社2022,B248.25/124
社会保险统一经办模式及实现路径研究,周明著,中国社会科学出版社2022,F842.61/67
政党的政治性分析,郭静著,中国社会科学出版社2021,D564/73
农产品加工流通业,农业农村部乡村产业发展司组编,中国农业出版社2022,F724.72/122
“一带一路”基础设施的国际贸易效应研究,胡再勇著,经济科学出版社2022,F299.24/86
乡村信息产业,农业农村部乡村产业发展司组编,中国农业出版社2022,F492/71
信息社会符号学,唐小林著,科学出版社2022,G201/106
全面深化改革背景下公共决策的利益冲突与整合,申永丰著,湘潭大学出版社2021,D601/136
京津冀农民合作社减贫效应及协同政策研究,冯开文等著,中国农业出版社2022,F321.42/145
社会变迁与人性转型,李欣广著,上海人民出版社2022,F0/1065
从实践中学习手机抓包与数据分析,大学霸IT达人编著,机械工业出版社2020,TN915.04/63
马克思的感性概念,刘建江著,中国社会科学出版社2022,B0-0/669
公共外交.数字化时代全球公共参与的基础,(英) 尼古拉斯·卡尔著,上海人民出版社2022,D80/148
选择性行政执法及其规制研究,黄锫等著,上海人民出版社2022,DF211.4/9
全球价值链 (GVC) 与中国自由贸易区网络构建新战略,李敏著,中国财政经济出版社2021,F752/368
武汉仲裁,武汉仲裁委员会(武汉国际仲裁中心) _ 湖北省法学会仲裁法研究会主办,法律出版社2018-,DF75/66
财务会计与企业管理研究,景静著,北京工业大学出版社2021,F234.4/499
青年恩格斯哲学思想的形成与发展,唐正东著,上海人民出版社2022,A811.63/119
当代中国农民政治社会化变迁及绩效研究,李俊著,中国社会科学出版社2021,D669.2/341
人伦、耻感与关系向度.儒家的社会学研究,翟学伟著,北京大学出版社2022,B222.05/558
中国财政可持续发展报告.2021,闫坤主编,中国时代经济出版社有限公司2021,F812/187
系统性金融风险的传染与控制研究,李守伟_ 王虎_ 何建敏著,中国金融出版社2021,F830.9/1187
人居环境论,王毅著,经济管理出版社2021,X21/178
中国国有企业治理现代化对企业活力的影响研究,卢俊著,经济管理出版社2022,F279.241/579
平安中国.公共安全治理,崔和平著,国家行政学院出版社2022,D630.8/67
海德格尔形式显示的实存哲学,马小虎著,陕西人民出版社2022,B086/108
农村住宅法律实务与案例分析,主编金永熙,法律出版社2022,DF452.5/40
公私合作下公用事业收费权的配置研究,虞青松著,东南大学出版社2022,F299.24/87
域外调解制度研究,齐树洁主编,厦门大学出版社2022,DF710.4/65
零售商通道费的经济学研究,王庚著,南京大学出版社2022,F713.32/322
农村医生权利保障与执业行为规制研究,徐正东_ 刘毅主编,法律出版社2022,DF364/768
可持续发展与金融风险.气候变化、环境恶化和社会不平等对金融市场的影响,(意) 马尔科·米廖雷利_ (法) 菲利普·德赛尔蒂纳主编,中国金融出版社2022,F830.9/1188
会计师事务所国际化的经济后果研究,彭雯著,经济科学出版社2022,F233/235
社会化媒体视阈下的城市传播研究,李明著,知识产权出版社2022,G206/364
中国对外贸易结构优化研究.基于隐含污染排放的测算,张娟著,中国社会科学出版社2021,F752/369
城市外交.当前趋势与未来展望,(美) 索黑拉·阿米尔_ (土) 艾弗·西文主编,上海人民出版社2022,D80/149
公共政策的社会性别分析,王向梅著,中国妇女出版社2021,D601/137
世界各国共产党和国际共产主义运动发展态势,王伟光主编,中国社会科学出版社2022,D1/62
国有企业改革中的经理人激励机制研究,童露_ 杨红英著,中国社会科学出版社2022,F279.241/580
国家意识形态安全建设挑战与应对,高德胜主编,人民日报出版社2022,B27/99
相关市场界定.方法与应用,黄坤_ 王磊著,社会科学文献出版社2022,F038/53
央地关系.寓活力于秩序,吕冰洋著,商务印书馆2022,D63/582
版式设计从入门到精通,胡卫军编著,人民邮电出版社2022,TS881/34-4
环境规制对中国工业绿色技术创新效率影响研究,陈平著,经济科学出版社2022,F424/143
社会共享研究,张国清等著,浙江大学出版社2022,D668/353
平凡之路.大律师是怎样炼成的,张刚著,中国法制出版社2022,K825.19/97
波斯帝国.伊朗高原的文明之巅,于卫青著,中国国际广播出版社2021,K124.4/9
“双循环”视域下的中国-东盟经济合作,毕世鸿等著,中国社会科学出版社2022,F752.733/28
“一带一路”背景下汉语国际传播研究,刘昕远著,中国社会科学出版社2022,H195.3/72
数据治理之路.贵州实践,主编 梅宏,中国人民大学出版社2022,F492.3/32
“双循环”新格局下关中地区装备制造业与科技融合发展研究,王满仓等著,中国经济出版社2022,F426.4/379
生态产品的市场化供给机制与价值实现模式研究,秦颖著,中国经济出版社2022,F124.5/306
基于马克思主义政治经济学视阈的当代资本主义改良理论与实践研究,石高宏_ 李灵燕等著,中国经济出版社2022,F0-0/439
哈佛大学章程,张国有主编,北京大学出版社2022,G649.712/116
中国民事诉讼法重点讲义,王亚新_ 陈杭平_ 刘君博著,高等教育出版社2021,DF72/124-2
中国城市发展之路.政策与实践,主编梁辉,武汉大学出版社2022,F299.21/682
投资项目财务评价与决策,李曦著,厦门大学出版社2022,F275/1340
人工智能.技术、商业与社会,闵庆飞_ 刘志勇编著,机械工业出版社2021,TP18/280
新时代中国农村发展与政策研究,宋洪远等著,中国农业出版社2022,F32/275
苏州生态文明建设与区域生态文明实践,李勤主编,首都经济贸易大学出版社2022,X321.2/382
全球粮食市场制度探源.兼论我国粮食安全,苏瑞娜著,东南大学出版社2022,F746.2/25
新媒体环境下的品牌策划,吴祐昕编著,清华大学出版社2022,F273.2/1095
美国科技创新立法.制度变迁与决策过程,袁立科著,科学技术文献出版社2022,DF374/167
中国农业绿色发展报告,中国农业科学院中国农业绿色发展研究中心编,中国农业出版社2018-,F323/269
“一带一路”与可持续发展,王灵桂_ 杨美姣著,中国社会科学出版社2022,F125/245
书籍设计,陆晓云_ 徐燕编著,北京大学出版社2015,TS881/35
版式设计.平面设计师高效工作手册,江奇志编著,北京大学出版社2018,TS881/36
包装设计.平面设计师高效工作手册,江奇志编著,北京大学出版社2019,TB482/11
数据安全与治理,陈庄 ... [等] 编著,清华大学出版社2022,TP274/589
能源善治的原理与制度规范,韦冉著,山东大学出版社2021,DF467.4/85
合同视角看国际贸易,周凌轲_ (韩) 朴洸绪著,中国财富出版社有限公司2022,DF961/533
资本经济学道 法 术 技,刘永佶主编,中国社会科学出版社2022,F03/253
个人账户养老金财务问题研究,江涛著,人民日报出版社2022,F842.612/76
现代公共文化服务体系构建与实践研究,王显成_ 顾金孚著,光明日报出版社2022,G123/46
非物质文化遗产传承和发展研究.基于马克思主义精神生产理论,甘子成著,光明日报出版社2022,G112/79
法律视野下的行政伦理研究,邓晔著,光明日报出版社2022,B82-051/111
老龄监护措施替代机制研究,李霞著,光明日报出版社2022,C913.6/65
新兴大国经济开放战略.建设开放型世界经济的中国方案,汤凌霄_ 欧阳峣_ 洪联英等著,北京大学出版社2022,F125/246
中国农村社会保障研究,苏保忠著,华中科技大学出版社2021,F323.89/150
中国多民族文化起源神话比较研究,李鹏著,上海人民出版社2022,B932.2/31
欧洲法律评论.第六卷,程卫东,中国社会科学出版社2022,DF15/36
全面提升对外开放水平研究,李大伟_ 金瑞庭等著,中国计划出版社2022,F125/247
社会主义核心价值观主导大众文化研究,任美慧著,暨南大学出版社2022,D616/868
元宇宙.互联网终极形态,陈建明著,清华大学出版社2022,F49/326
千里之外,李铮著,宁夏人民出版社2021,I247.5/7943
新时代爱国主义教育研究,李秀梅著,企业管理出版社2022,D647/35
儒学与企业管理者的修养,张永军_ 董功编著,企业管理出版社2022,B222/64
增值税改革与企业全要素生产率,李颖著,经济科学出版社2021,F272.3/621
竞争与包容.美国族裔政治研究,朱全红著,世界知识出版社2022,D771.21/8
国际粮价波动对我国粮价传导中的风险预警机制研究,王健_ 孙林著,中国农业出版社2022,F316.11/22
中国低碳生态城市发展报告,中国城市科学研究会主编,中国建筑工业出版社2010-,X321.2/24
资本主义、剥削与公正,陈喜贵主编,中国人民大学出版社2021,D091.5/189
人类文化进化.从狩猎采集到现代文明,刘舜康著,西北大学出版社2022,C912.4/308
大数据驱动的公共服务跨层级联动创新研究,张会平等著,科学出版社2022,D669.3-39/7
华为数字化转型之道,华为企业架构与变革管理部著,机械工业出版社2022,F632.7/9
中国就业极化问题研究,赵渊博著,中国社会科学出版社2022,D669.2/342
中国碳中和发展报告.2022,主编沙涛_ 李群_ 于法稳,社会科学文献出版社2022,F124.5/307
宅基地“三权分置”下农民权益的法治保障研究,陈丹著,西南大学出版社2022,DF452.4/110
中国资本市场危机情绪的影响及干预研究,郭霖麟著,经济管理出版社2022,F832.5/963
深入文明史的中国思想史,杨义著,中国社会科学出版社2022,B2/558
80、90后青年婚姻稳定性研究,李巾_ 聂翔著,中国社会科学出版社2022,D669.1/199
百年变局与欧洲经济外交,主编陈新_ 朱景鹏,中国社会科学出版社2022,F114.46/170
政治学学位论文的研究与写作,孙保全著,中国社会科学出版社2022,D0/689
中国特色不良资产处置的理论创新与实践,刘晓欣著,知识产权出版社2022,F832/472
晚清财政困局下的货币思想研究,王海龙著,经济管理出版社2022,F822.9/147
大国债市.金融高水平开放背景下的国际化之路,万泰雷_ 张琪_ 陈夙著,中国人民大学出版社2022,F832.51/874
两次世界大战之间的德国军备问题研究,苑爽著,中国社会科学出版社2022,E516/2
农村金融反贫困创新研究.基于乡村振兴战略背景,申云等著,社会科学文献出版社2022,F323.8/206
全球化时代的新帝国主义批判,覃诗雅著,当代中国出版社2022,A811.66/118
哲学评论,武汉大学哲学系宗教教学系编,湖北人民出版社2002-,B0-53/22
中国现代文学与传播,黄清玲著,湘潭大学出版社2021,I206.6/568
文化自觉之心,方文著,中国人民大学出版社2022,C912.6-0/44
数字创意产业全球价值链研究,李嘉珊_ 刘霞著,社会科学文献出版社2022,G114/172
法治是一种生活方式,王利明著,北京大学出版社2022,DF120/721
经济法论坛,主编李昌麒,群众出版社2003-,DF41-53/3
农民土地价值观.测度、变迁与影响,陈英_ 裴婷婷著,华中科技大学出版社2022,F321.1/718
世界经济周期视野下金融不良资产处置机制研究,姜涛著,经济管理出版社2022,F830.2/449
新时代治国理政对外传播研究,于运全主编,外文出版社2022,D60/128
新时代中国共产党人家风建设研究,张楠著,吉林大学出版社2022,D263/65
工匠精神,亓妍著,延边大学出版社2022,B822.9/86
低碳经济与环境金融支持研究,李照青著,哈尔滨出版社2022,F124.5/305
公共人力资源与政府绩效管理优化,宁宁著,吉林人民出版社2021,D035/680
近现代国际关系史讲稿,朱鹏主编,广东经济出版社2022,D819-53/11
农业与农村绿色发展量化研究,田晓晖著,中国农业出版社2022,F323/268
新型乡村人才培养,农业农村部乡村产业发展司组编,中国农业出版社2022,F320.3/94
生态学马克思主义对历史唯物主义的辩护研究,刘英著,安徽大学出版社2022,A841.6/9
情绪自愈.5种摆脱焦虑、压力和负面情绪的方法,(美) 卡洛琳·丽芙著,机械工业出版社2022,B842.6-49/234
诠释人性.如何用自然科学理解生命、爱与关系,(英) 卡米拉·庞著,机械工业出版社2021,B848.4-49/1391
中华人民共和国史,《中华人民共和国史》编写组[编],高等教育出版社2022,K27/87-2
智能治理,吴志强著,上海科学技术出版社2022,F299.23/180
自我提升动机与消费决策,靳菲著,中国社会科学出版社2022,F713.55/466
China's financial system development and reform,Chen Jiangsheng_ Liu Lei_ Zhang Tao[著],经济科学出版社2022,F832.1/464
The internationalization of China's economy,Chen Jiangsheng[著],经济科学出版社2022,F125/243
公司治理的法律阶梯.规则梳理与诉讼指引,周学著,法律出版社2022,DF411.914/909
互联网金融,李远刚主编,清华大学出版社2022,F830.49/346
绩效管理实务,葛玉辉主编,清华大学出版社2022,F272.5/180-2
人际关系与沟通.视频指导版,龚荒主编,人民邮电出版社2022,C912.11/186
智慧城市建设与管理,汤志伟主编,科学出版社2022,C912.81/289
中国的特殊经济空间,刘卫东 ... [等] 著,科学出版社2022,F127.9/92
公职人员刑事法律风险防范,郭彦卫_ 郭泽宇著,中国政法大学出版社2022,DF620.4/179
世界贸易组织国际贸易纠纷案例评析.2019-2021,朱榄叶编著,法律出版社2022,DF961/103
民事诉讼法一本通.中华人民共和国民事诉讼法总成,邵明编,法律出版社2022,DF720.4/410-4
刑辩实战.练就办案高手的细节与技能,杨矿生著,法律出版社2022,DF731.04/34
社会治理现代化背景下团体保险合同的制度构造,周志著,法律出版社2022,DF525.4/284
长江流域立法研究,撰稿人吕忠梅 ... [等],法律出版社2021,DF468.04/281
西南法律评论,刘想树主编,法律出版社2018-,DF0-53/132
最新个人所得税法及相关法规汇编,法律出版社法规中心编,法律出版社2019,DF432.21/19
为什么我们会生气,(美) 瑞安·马丁著,中国科学技术出版社2022,B842.6-49/233
司法与责任,刘哲著,清华大学出版社2022,DF8/454
韩国留学生汉语中介语句型、句式系统实证研究,徐开妍著,北京大学出版社2020,H195.3/70
当代中国的信仰体系与政治发展,关海庭著,北京大学出版社2021,A81/404
俗世百味,梁晓声著,贵州人民出版社2022,I267/3878
死神,梁晓声著,贵州人民出版社2022,I247.7/1519
当我们不再理解世界,(智利) 本哈明·拉巴图特著,人民文学出版社2022,I784.45/12
我的岁月静好,杨争光著,人民文学出版社2022,I247.5/7940
海外能源投资权利救济保障机制研究,张正怡著,法律出版社2022,DF964/83
立体法律关系视野下的交通安全刑法规制研究,黄伟明著,法律出版社2022,DF416.4/102
国外空间规划法研究,王文革主编,法律出版社2020,DF460.4/182
劳动争议仲裁制度研究,周湖勇著,法律出版社2020,DF479.14/77
司法人员分类管理改革研究,时小云主编,法律出版社2019,DF817/97
后危机时代我国影子银行监管法的反思和重构,陈斌彬_ 原凯著,法律出版社2019,DF438.14/122
国家治理现代化的民营经济法治建设研究,胡戎恩著,法律出版社2019,DF410.4/674
反恐怖主义法学,段作瑞主编,法律出版社2019,DF344/278
货币的力量.金钱观念如何塑造现代世界,(美) 罗伯特·普林格著,中译出版社2022,F82/29
历史唯物主义的政治哲学向度,张文喜著,北京师范大学出版社2022,B03/142
贿赂犯罪,高巍主编,北京大学出版社2022,DF636.4/143
国际汉语教师教育课例研究,刘元满_ 刘路著,北京大学出版社2021,H195.3/71
中国粮食安全的财政保障政策研究,赵和楠著,经济科学出版社2022,F326.11/201
国家治理视角下我国中央与地方财政关系改革研究,丁菊红著,经济科学出版社2022,F812.2/316
现代化进程中的城乡关系研究,胡怀国_ 陈雪娟_ 张彩云等著,经济科学出版社2022,F299.21/680
公共财政体制下的财政监督研究,马向荣著,经济科学出版社2022,F812.2/317
人力资本对企业价值的影响及机理研究,张燕著,经济科学出版社2022,F276.6/1315
口袋罪的限制适用和消减进路研究,陈小炜著,法律出版社2022,DF620.4/180
回顾与展望.中国市场经济立法的范式转向,张钦昱著,法律出版社2021,DF410.4/675
“纳税人观念”之法意研究,廖呈钱著,法律出版社2021,DF432.04/318
上市公司实际控制人信义义务体系构建研究,徐来等著,法律出版社2022,DF411.914/910
劳动争议调解理论与实务,谢文哲著,法律出版社2021,DF710.4/64
政府信息公开的豁免理由研究,孔繁华著,法律出版社2021,D630.1/574
近代契约法史稿,范一丁著,法律出版社2019,DF525.09/7
劳动争议进阶律师实务,上海市律师协会劳动与社会保障业务研究委员会主编,法律出版社2020,DF479.1/32
互联网金融监管研究,何剑锋著,法律出版社2019,F830.2-39/11
环境变迁、组织变革与产业演化的研究,逯笑微著,经济科学出版社2022,F0/1064
中国企业技术并购的门槛及其跨越机制研究,孙忠娟著,经济管理出版社2022,F279.21/275
“家国”思想的秩序机制研究,戴巍巍著,法律出版社2021,DF092/503
执行异议之诉裁判思路与裁判规则,司伟主编,法律出版社2021,DF728.5/49
房地产企业群体性事件与危机管理,刘涛编著,法律出版社2020,D631.43/52
演艺行业政策规范汇编,宋震编,法律出版社2020,DF361/190-3
狱政管理,主编唐新礼,法律出版社2021,DF87/360-2
公司刑商事法律风险防控实务,刘平凡主编,法律出版社2020,DF411.914/911
深圳棚户区改造搬迁法律实务,顾东林主编,法律出版社2020,DF720.4/550
我国物流法律私法体系之建构.以方法论为视角,张敏著,法律出版社2019,DF414.4/657
供给侧结构性改革司法实践.破产重整与和解最新理论及实务,杨临萍主编,法律出版社2020,DF411.924/202
行政处罚实务与判例释解,晏山嵘著,法律出版社2021,DF312.4/23-2
知识产权制度下人工智能主体拟制路径研究,徐慧丽著,华中科技大学出版社2022,DF523.04/1318
董卿.用实力说话,韩笑著,华中科技大学出版社2022,B848.4/1830
俄国罗曼诺夫王朝税收史.1613-1917,梁红刚著,社会科学文献出版社2022,F815.123.2/4
肥尾效应.前渐进论、认识论和应用,(美) 纳西姆·尼古拉斯·塔勒布著,中信出版社2022,F830.59/1639
行政公益诉讼规则研究,万进福著,中国法制出版社2022,DF744/17
行政法成本收益分析原则研究,郑雅方著,法律出版社2022,DF304/678
人民调解实战策略、技巧与故事,刘同炯著,法律出版社2020,DF721.04/51
老干妈传.陶华碧的传奇人生,周锡冰著,中华工商联合出版社2022,K825.38/713
蝶变.“绿水青山就是金山银山”案例精选,本书编写组编著,中共中央党校出版社2022,F127/1282
碳中和与中国未来,王文_ 刘锦涛_ 赵越著,北京师范大学出版社2022,X511/146
避免战争_ 缔造和平,(英) 理查德·内德·勒博著,北京大学出版社2021,D068/30
中国历史上的人口增长与经济的长期演进研究,豆建春著,人民出版社2022,C924.24/331
行政合同法律制度构建研究,冯莉著,人民出版社2022,DF525.4/285
新时代经济热点问题研究,国家发展和改革委员会经济研究所著,人民出版社2020,F12/870
区域减税政策对企业生产率的影响研究,刘雪燕_ 季永宝著,哈尔滨工业大学出版社2021,F279.23/1896
相对集中行政许可权实现机制研究,石肖雪著,法律出版社2022,DF312.4/69
个人破产法律实务,江丁库主编,法律出版社2021,DF411.924/203
非法集资犯罪研究与律师实务,翟呈群著,法律出版社2021,DF623.4/419
重整与破产清算审判研究,主编陈明,法律出版社2022,DF411.924/204
道路交通案件裁判规则与法律适用,吴在存主编,法律出版社2020,DF345/287
宪法学专题研究,伊士国著,知识产权出版社2022,DF204/661
中国经济两重性和相容性研究.改革开放的方法论探索,陈承明_ 鞠立新著,复旦大学出版社2020,F124/1009
茶味英伦.视觉艺术中的饮茶文化与社会生活,(英) 塔妮娅·M. 布克瑞·珀斯著,北京大学出版社2021,TS971.21/5
写作公式.新媒体写作从入门到精通,释若著,北京大学出版社2021,G206.2/1024
经济增长的多维解构,严成樑著,科学出版社2021,F124.1/147
新时代中国经济高质量发展研究,任保平等著,人民出版社2020,F124/1010
我国刑事庭审实质化改革问题研究,李艳霞著,中国政法大学出版社2022,DF738.4/84
现代国际终身教育论,吴遵民著,上海教育出版社2021,G729/3
现代医院管理学,孙蕊_ 解丽莉_ 刘志友著,湖北科学技术出版社2018,R197.32/11
人生,(法) 莫泊桑著,郑州大学出版社2022,I565.44/419
第二次世界大战,(德) 格哈德·L.温伯格,译林出版社2022,K152/189
生命里的多重角色,叶圣陶著,上海三联书店2021,B821-49/1564
可爱的中国,方志敏著,北方文艺出版社2022,I266/561
反有组织犯罪法重点解读与适用要点,莫洪宪_ 李占州_ 王肃之著,法律出版社2022,DF611.5/43
中华人民共和国海南自由贸易港法释义,主编王瑞贺,法律出版社2021,DF415.5/22
林徽因与梁思成,(美) 费慰梅著,法律出版社2021,K826.16/59-3
交通事故索赔实战策略,庞哲学编著,法律出版社2020,DF34/82
民法系统论研究,张君平著,知识产权出版社2022,DF504/927
冯友兰哲思录,冯友兰著,新世界出版社2022,B261.5/117
致富的起源.从践行信念到实现成功的3项原则,(美) 拿破仑·希尔著,中国科学技术出版社2022,B848.4/1831
心理学简史100年,朱广思著,浙江大学出版社2022,B84-091/21
中国人的习惯,邱泽奇著,北京大学出版社2022,C912.68/62
悲喜浮生,梁晓声著,贵州人民出版社2022,I267/3880
中国金融发展的收入分配效应研究,徐汝峰著,山东大学出版社2022,F832/471
梁实秋: 我独爱自在的人生,梁实秋著,北京联合出版公司2022,I266/562
柏拉图的艺术.柏拉图诠释十论,(英) 理查德·卢瑟福著,东方出版中心2022,B502.232/194
比较法视野下的公民参与审判类型化研究,陈建军著,法律出版社2022,DF82/251
公司治理,李维安等著,知识产权出版社2022,F276.6/1316
新形势下中国企业经营管理国际化研究,潘倩著,中国财富出版社2022,F279.23/1897
美元陷阱,(美) 埃斯瓦尔·S.普拉萨德著,中国科学技术出版社2022,F827.12/29
字腔字冲.16世纪铸字到现代字体设计,(荷) 弗雷德·斯迈尔斯著,北京大学出版社2021,TS81/5
茶·禅,马守仁著,北京大学出版社2021,TS971.21/6
语言的文化史.近代早期欧洲的语言和共同体,(英) 彼得·伯克著,北京大学出版社2020,H0-09/36
一辩到底.我的法律人生,(美) 艾伦·德肖维茨著,北京大学出版社2020,DF85-53/23
美国法律史,(美) 劳伦斯·弗里德曼著,北京大学出版社2020,DF097.12/35
货币王者.中央银行如何制造与救赎金融危机,徐瑾著,上海人民出版社2022,F831.9-49/5
冰心散文,冰心_,人民文学出版社2022,I266/563
法院执行实务,主编童付章,中国政法大学出版社2022,DF718/92
城市公共安全风险防控体系研究,刘晓亮著,华东理工大学出版社2021,D630.8/66
高校教育纠纷司法审查研究,王重文著,知识产权出版社2022,DF364/767
中国老龄社会的数据、事实与分析,翟振武_ 杜鹏_ 张文娟等著,科学出版社2021,C924.24/332
中国老龄社会的社会支持体系研究,何文炯等著,科学出版社2021,D669.6/236
老年友好型社会的创新与实践,胡湛_ 朱勤_ 高俊岭等著,科学出版社2021,C913.6/64
企业精细化成本管理.核算、分析与管控,侯立新_ 崔刚编著,人民邮电出版社2022,F275.3/238
新时代全面从严治党基本理论研究,王世谊著,人民出版社2022,D26/269
老马识途说,马识途著,人民出版社2022,K825.6/1787
协同治理视域下公民环境权益保障研究,潘加军著,人民出版社2022,DF468.04/282
道法自然 天人合一,彭富春编著,人民出版社2022,B2/556
马克思主义中国化的思想历程研究,荆世群_ 王文兵著,人民出版社2021,D61/950
舆情生态论,夏一雪_ 兰月新_ 叶琼元著,天津大学出版社2021,G206.2/1025
上海合作组织20年发展报告.2021,主编王海燕,时事出版社2022,D814.1/738
意识形态建设理论整体性研究,申文杰著,光明日报出版社2022,D610/34
人口老龄化对产业结构升级的影响研究,刘成坤著,光明日报出版社2022,F269.24/124
生态环境保护法治建设研究.以青藏高原为视角,马芳_ 张立_ 吕金鑫主编,光明日报出版社2022,DF468.04/283
手把手教你从拖延症到高效能,易俊松著,中华工商联合出版社2022,B848.4-49/1390
时间贫困与人类幸福,薛刚著,中央编译出版社2022,C935/116
生态文明体制改革与制度创新,王毅_ 苏利阳_ 程多威等著,中国环境出版集团2022,X321.2/379
自然生态系统保护与生态文明,刘雪华主编,中国环境出版集团2022,X171.4/25
马克思主义基本原理专题研究,陈宏滨著,武汉大学出版社2022,A81/405
新媒体平台运营与管理,IMS(天下秀)新媒体商业集团编著,清华大学出版社2022,G206.2/1026
中国道路的哲学智慧,王让新_ 李弦_ 吴姗著,人民出版社2022,D616/866
人民币汇率波动与我国货币政策有效性研究,秦伟广_ 王芳_ 孙红著,经济科学出版社2022,F832.63/148
中国西部经济高质量发展研究报告.2021,刘以雷主编,经济科学出版社2022,F127/1283
